Collaborative Program Manager: 2016-17 (008),573,3,4,Office of Civic and Social Responsibility,Spring,1,1,1,123,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Collaborative Program Manager: 2016-17 (009),572,3,4,Office of Civic and Social Responsibility,Fall,1,1,1,145,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Collaborative Service Supervisor: 2016-17 (001),564,3,4,Office of Civic and Social Responsibility,Fall,1,1,1,153,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Collaborative Service Supervisor: 2016-17 (002),563,3,4,Office of Civic and Social Responsibility,Fall,1,1,1,142,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Collaborative Service Supervisor: 2016-17 (003),562,3,4,Office of Civic and Social Responsibility,Fall,1,1,1,314,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Collaborative Service Supervisor: 2016-17 (004),561,3,4,Office of Civic and Social Responsibility,Fall,1,1,1,300,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Collaborative Program Manager: 2017-18 (001),591,3,4,Office of Civic and Social Responsibility,Fall,3,3,1,0,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Collaborative Program Manager: 2017-18 (002),590,3,4,Office of Civic and Social Responsibility,Fall,3,3,1,0,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Collaborative Program Manager: 2017-18 (003),589,3,4,Office of Civic and Social Responsibility,Fall,3,3,1,0,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
Collaborative Program Manager: 2017-18 (004),588,3,4,Office of Civic and Social Responsibility,Spring,3,3,1,0,0,0,0,0,2,0,6001 Dodge St,United States of America,Omaha,NE,68182,9,41.25789,-96.01074
